id,favorite
"30195845","1"
"30199806",""
"30201035","1"
"30202867",""
"30204652",""
"30212271","0"
"30217053","4"
"30221212",""
"30221534",""
"30222493",""
"30224607","2"
"30225055","1"
"30227721",""
"30230277","2"
"30231531","0"
"30233343",""
"30233675","1"
"30234468",""
"30237422","1"
"30240653",""
"30241188",""
"30242060",""
"30242275",""
"30244426",""
"30249001",""
"30250102","2"
"30250424","2"
"30251184",""
"30255399","2"
"30260634",""
"30261296","4"
"30262600","2"
"30264339",""
"30265908","0"
"30266058",""
"30269028",""
"30269365","3"
"30272424",""
"30272608",""
"30274876","6"
"30278293","1"
"30283960","3"
"30289816","1"
"30290893",""
"30290921","3"
"30292212",""
"30299143","1"
"30300030",""
"30301371",""
"30303333",""
"30304454",""
"30306898",""
"30308606","3"
"30311926","3"
"30312870","0"
"30316220","3"
"30316234",""
"30318660","3"
"30322204","1"
"30324543",""
"30325191",""
"30326952","1"
"30327023","3"
"30327269","24"
"30328632","3"
"30333779","0"
"30335106","2"
"30338186","1"
"30339840","1"
"30342014",""
"30342179","2"
"30344120",""
"30348237",""
"30350120","3"
"30352025",""
"30352228","1"
"30352981","1"
"30356745","2"
"30360353","1"
"30363419","1"
"30366405","31"
"30366522",""
"30367384",""
"30371866",""
"30373192","2"
"30382014","4"
"30382820","1"
"30385627",""
"30385732",""
"30388249",""
"30388792",""
"30389541","2"
"30390248",""
"30392114","2"
"30392152",""
"30395999","1"
"30396173",""
"30396370","3"
"30400728","1"
"30401452",""
"30401751",""
"30402135","4"
"30402376","1"
"30403082",""
"30406264","1"
"30410575","6"
"30411488",""
"30413919",""
"30416120",""
"30417621","1"
"30422247","0"
"30424550",""
"30425843",""
"30425894",""
"30432612","3"
"30434588",""
"30437351",""
"30438449","0"
"30439904",""
"30442015",""
"30442771",""
"30445997","4"
"30447979","1"
"30452073","1"
"30456814",""
"30462655",""
"30463057",""
"30463587",""
"30464511",""
"30466951","4"
"30469829","3"
"30470720",""
"30472422","1"
"30478025","3"
"30480086",""
"30480257",""
"30480285",""
"30480715",""
"30483561",""
"30484972",""
"30485052",""
"30489061","6"
"30489864",""
"30502589","4"
"30502735","3"
"30503567",""
"30505754","1"
"30506122",""
"30509503","2"
"30510271",""
"30511199",""
"30511903",""
"30511964",""
"30513900",""
"30515722","1"
"30517066","1"
"30517293",""
"30518858",""
"30524019",""
"30528169","2"
"30532091","1"
"30533193","1"
"30534842",""
"30536710","4"
"30537359","1"
"30539696","3"
"30540871","2"
"30543220",""
"30546094",""
"30546193","2"
"30547453",""
"30550272","2"
"30552563","1"
"30554298","0"
"30559176","1"
"30559752",""
"30560830","2"
"30561983",""
"30562207",""
"30562592",""
"30564547",""
"30566713","2"
"30568023",""
"30568671","0"
"30571348",""
"30571604",""
"30572682",""
"30575598","4"
"30577431","1"
"30580533",""
"30580868",""
"30583781","0"
"30590471","2"
"30590577",""
"30596676",""
"30597422","2"
"30599281","1"
"30599301","1"
"30599495",""
"30600178",""
"30600795","0"
"30601927","2"
"30601953",""
"30602284",""
"30603015",""
"30603680",""
"30605176",""
"30607038",""
"30607905","4"
"30607974",""
"30609893",""
"30610708","1"
"30613342","2"
"30615251",""
"30617930","1"
"30620382","1"
"30624461","1"
"30628037","2"
"30629293",""
"30629475",""
"30631530",""
"30632407","4"
"30638094","1"
"30639194",""
"30640181",""
"30640969",""
"30643960","0"
"30644696","3"
"30646611",""
"30650006","6"
"30653066",""
"30654124","1"
"30658542","1"
"30665997",""
"30667142","2"
"30668750",""
"30670001","1"
"30670123","3"
"30673329",""
"30674903",""
"30676759",""
"30678811",""
"30689204","1"
"30691454","1"
"30691620",""
"30692563","2"
"30697121","1"
"30697202",""
"30698894",""
"30698978",""
"30702787",""
"30705442",""
"30705887",""
"30707391",""
"30710634",""
"30712024",""
"30715343",""
"30718245",""
"30724146",""
"30724468",""
"30725484",""
"30725850",""
"30727041",""
"30727528",""
"30728701",""
"30729902",""
"30730282",""
"30730639","3"
"30730660",""
"30730772","1"
"30731636",""
"30731782","1"
"30732280",""
"30732888",""
"30740645",""
"30741096",""
"30741159","0"
"30743205",""
"30745342","6"
"30747236",""
"30747794",""
"30748606",""
"30751343",""
"30752639","1"
"30752943",""
"30758303","8"
"30758788","1"
"30760853",""
"30761253","19"
"30763196",""
"30763536","1"
"30772471",""
"30772674",""
"30774206","2"
"30780407","5"
"30781632","1"
"30782534",""
"30783449",""
"30784763","3"
"30785586","1"
"30786501","1"
"30787079","0"
"30788266",""
"30789076","1"
"30792268","2"
"30795396","1"
"30806627",""
"30807713","1"
"30810218",""
"30815367",""
"30818791",""
"30828192","3"
"30828759","1"
"30830222",""
"30834138","4"
"30835674","1"
"30836223",""
"30838756",""
"30839935",""
"30846076","3"
"30846356",""
"30846746",""
"30849414",""
"30851098","3"
"30853650","2"
"30854555",""
"30855110","1"
"30855370",""
"30855530",""
"30858625",""
"30863465",""
"30864398","1"
"30864438",""
"30866583","1"
"30867483",""
"30868708","4"
"30873563","1"
"30874725","1"
"30883927",""
"30884412",""
"30887009",""
"30887617","2"
"30889450",""
"30889933",""
"30892600",""
"30896592","1"
"30901647",""
"30903993",""
"30904893",""
"30909715",""
"30910777","1"
"30913340",""
"30914061","4"
"30917221","0"
"30917895",""
"30918828",""
"30923576",""
"30924682",""
"30924887",""
"30928707",""
"30929103","2"
"30930812","1"
"30932939","4"
"30934739",""
"30936322",""
"30937088",""
"30938056",""
"30940376",""
"30942033",""
"30942139",""
"30942643",""
"30943465",""
"30943752","1"
"30944926",""
"30945722","0"
"30945882","3"
"30947873","1"
"30949303",""
"30950178",""
"30952485","1"
"30953141","1"
"30953662","5"
"30954296","1"
"30954821",""
"30956641",""
"30957874",""
"30958773",""
"30965400",""
"30968893",""
"30969822","2"
"30972276",""
"30974412",""
"30975071","1"
"30976729","4"
"30977962",""
"30978100",""
"30981243",""
"30982963",""
"30983175","0"
"30983851",""
"30984004",""
"30985435",""
"30986936","1"
"30989718","2"
"30992513","3"
"30992843",""
"30993546",""
"30993879",""
"30994886",""
"30995774",""
"30998331",""
"30999548",""
"31002990",""
"31004181",""
"31005108",""
"31009567",""
"31010016",""
"31011439",""
"31012727","2"
"31013240",""
"31014776",""
"31017408",""
"31017584",""
"31020844",""
"31021963",""
"31023223","1"
"31026904","3"
"31027882","2"
"31029537",""
"31030910",""
"31031410","1"
"31034790",""
"31034861",""
"31036483",""
"31039819","2"
"31041498",""
"31044589",""
"31045185",""
"31045227",""
"31046404",""
"31049685","2"
"31050696",""
"31055153",""
"31056576",""
"31059528",""
"31061831","3"
"31062019",""
"31064049",""
"31065696",""
"31068151",""
"31068397",""
"31069262",""
"31070753","4"
"31070885",""
"31074038",""
"31074040",""
"31074204",""
"31077485",""
"31078474",""
"31081303",""
"31085565",""
"31089910",""
"31090213",""
"31090254","1"
"31092572",""
"31092866",""
"31096506",""
"31096561",""
"31099273",""
"31102333",""
"31102344","1"
"31102559",""
"31105976",""
"31108688",""
"31109709","2"
"31111465","1"
"31119457","1"
"31122526",""
"31126039","1"
"31126065",""
"31126258",""
"31131357",""
"31131803","1"
"31132829","2"
"31136073","0"
"31143661",""
"31145245","1"
"31146820",""
"31153357",""
"31153812",""
"31154386",""
"31154977","1"
"31156748",""
"31157803","1"
"31159075","19"
"31159573","2"
"31163244",""
"31163542",""
"31164958",""
"31166203",""
"31175683","3"
"31178995",""
"31179351",""
"31179399",""
"31181207","1"
"31181534",""
"31181816","3"
"31189435",""
"31190205","2"
"31190855",""
"31190956",""
"31191824",""
"31196279",""
"31196378",""
"31200277","1"
"31200964","1"
"31202255",""
"31203664",""
"31210402",""
"31218887",""
"31222936",""
"31226188","2"
"31231402",""
"31234804",""
"31237943",""
"31238352","3"
"31238451","3"
"31239574","2"
"31246938",""
"31248298",""
"31255682",""
"31258393",""
"31258955","2"
"31259261","1"
"31260512","6"
"31261223",""
"31264292",""
"31264608",""
"31265287","0"
"31265684",""
"31267908",""
"31268503","0"
"31273186",""
"31273660","1"
"31275509","6"
"31281571","1"
"31284146",""
"31285569",""
"31286876",""
"31288428","1"
"31289849","2"
"31289890",""
"31291022","1"
"31291387",""
"31293067",""
"31297917","2"
"31300693",""
"31300950",""
"31301328","2"
"31302262","1"
"31303226",""
"31309172","1"
"31310526","1"
"31312843",""
"31315837",""
"31320005","0"
"31320411","0"
"31321495",""
"31322687",""
"31323043",""
"31323421",""
"31323578",""
"31324577",""
"31325744",""
"31328747",""
"31330531",""
"31331702",""
"31333917",""
"31342009","0"
"31342412",""
"31342724",""
"31343508",""
"31343634",""
"31345462","2"
"31346501","4"
"31348035",""
"31348220",""
"31350259","1"
"31351287",""
"31355615","0"
"31358784","2"
"31358849",""
"31359694","5"
"31360280",""
"31365132",""
"31365806",""
"31366346",""
"31367198",""
"31371418",""
"31372742",""
"31372956","1"
"31375697",""
"31375907",""
"31375911",""
"31376969",""
"31378560","2"
"31380299",""
"31381928",""
"31383145",""
"31384010","1"
"31385574",""
"31385944","3"
"31386740",""
"31388538","1"
"31388677",""
"31389232",""
"31389341","2"
"31392697",""
"31392723",""
"31392873",""
"31396539",""
"31397629",""
"31397958","4"
"31399212","3"
"31400463",""
"31401353","3"
"31402687","1"
"31403071",""
"31404394",""
"31414324",""
"31415975",""
"31418038",""
"31418086","0"
"31422755",""
"31425650","3"
"31427031","1"
"31428189",""
"31429722",""
"31430714",""
"31431070","1"
"31435288","4"
"31438948","4"
"31439116",""
"31441070","1"
"31442375",""
"31442613","5"
"31443802",""
"31451244","2"
"31453010",""
"31454945",""
"31457203",""
"31458460",""
"31458821",""
"31459506",""
"31461041",""
"31462653",""
"31463589",""
"31466801","1"
"31467532","3"
"31474283","3"
"31478723",""
"31480294",""
"31481940","1"
"31482488",""
"31489384",""
"31491245",""
"31494350",""
"31498958",""
"31500543",""
"31506135",""
"31510257",""
"31511791",""
"31513441","1"
"31521565",""
"31523202",""
"31523432",""
"31528044",""
"31531908",""
"31533077",""
"31533080","4"
"31533322","3"
"31533727",""
"31534860","1"
"31538321","2"
"31538792",""
"31540476",""
"31542047",""
"31542500",""
"31545032",""
"31546762",""
"31551774",""
"31552280",""
"31553122",""
"31555066",""
"31555128","3"
"31557507","1"
"31562295",""
"31566081",""
"31567126",""
"31569398",""
"31572361","2"
"31574358",""
"31575091","1"
"31579687",""
"31579815",""
"31581032",""
"31583303","1"
"31583708",""
"31584918","4"
"31586173",""
"31588466",""
"31588864","1"
"31591382",""
"31592350",""
"31593769","3"
"31594370",""
"31594744","0"
"31595381",""
"31595779","1"
"31600918","2"
"31607021","1"
"31607482","3"
"31610905",""
"31613247",""
"31613958",""
"31615542",""
"31619919","1"
"31621108",""
"31621280",""
"31624536",""
"31630818","21"
"31632325",""
"31640424","3"
"31645510",""
"31645514",""
"31646875",""
"31647428",""
"31648063",""
"31650290",""
"31651211",""
"31651716","2"
"31651973",""
"31652788","1"
"31653421",""
"31658147",""
"31660707","2"
"31661146",""
"31661456",""
"31661959",""
"31662470",""
"31665024",""
"31666198",""
"31671077","2"
"31673143",""
"31673643",""
"31675963",""
"31676281",""
"31676673",""
"31678133","1"
"31679871",""
"31680757",""
"31680816","2"
"31682187","1"
"31684404","1"
"31685734","2"
"31687211",""
"31691256",""
"31693643",""
"31696196",""
"31696495",""
"31696599",""
"31701823",""
"31703743",""
"31706488","1"
"31706809",""
"31710647","1"
"31715493",""
"31717130","1"
"31717506","1"
"31718491",""
"31719581",""
"31719876","2"
"31719916",""
"31722235",""
"31723417",""
"31724977","1"
"31726184",""
"31727243",""
"31727682",""
"31728719",""
"31734161","1"
"31734295",""
"31738338",""
"31738423",""
"31738947",""
"31742570",""
"31744981",""
"31746466","6"
"31747164","2"
"31747887",""
"31748224",""
"31752291",""
"31753174",""
"31754458",""
"31755486",""
"31759998","1"
"31761123","3"
"31766776","1"
"31768498","2"
"31769980",""
"31776202",""
"31780998","1"
"31781970",""
"31785433","2"
"31786440",""
"31786727","2"
"31788975",""
"31792177",""
"31793318",""
"31794012",""
"31797602",""
"31798413",""
"31803335",""
"31803429",""
"31803686",""
"31804191",""
"31804831","1"
"31806012",""
"31808203",""
"31812054","4"
"31813845",""
"31814322",""
"31826233","15"
"31828827",""
"31829760",""
"31832360",""
"31834094",""
"31834244",""
"31834278","1"
"31836361",""
"31836829",""
"31839244",""
"31842162","1"
"31842844",""
"31843517","1"
"31846888","2"
"31851343",""
"31853745",""
"31855456",""
"31856557","2"
"31857197",""
"31863633",""
"31870844","4"
"31871228",""
"31871783",""
"31874008",""
"31874492",""
"31875706","1"
"31877027","3"
"31878377",""
"31883026",""
"31890511",""
"31893074",""
"31895951",""
"31898802",""
"31899147",""
"31905939",""
"31910793",""
"31915617","9"
"31917975",""
"31917988","14"
"31918903",""
"31919063",""
"31919268","4"
"31919992",""
"31920719","3"
"31921939","1"
"31923473",""
"31924989","1"
"31925054",""
"31926687",""
"31930949","3"
"31931549",""
"31933188",""
"31934053",""
"31937289","1"
"31937328",""
"31939313",""
"31939777",""
"31941413","5"
"31942234","2"
"31946495",""
"31947256",""
"31948153","1"
"31949755",""
"31950443",""
"31951246",""
"31957102",""
"31957659",""
"31957812",""
"31962100",""
"31962342","1"
"31967054",""
"31974501",""
"31975953","0"
"31980317","1"
"31985116",""
"31987116","3"
"31988290","1"
"31988416","0"
"31991405","3"
"31991561",""
"31993765","1"
"31995102",""
"31996240",""
"31996705",""
"31997666","4"
"32000933",""
"32002812",""
"32005601",""
"32006240",""
"32006323","7"
"32008047","5"
"32008415",""
"32010047",""
"32015852",""
"32016744",""
"32018672","4"
"32020405","6"
"32023007",""
"32023851","2"
"32023982","2"
"32028024",""
"32030701","1"
"32034597",""
"32039134",""
"32039615",""
"32040131",""
"32041239",""
"32042589","1"
"32045203",""
"32045348","4"
"32048148",""
"32048783",""
"32050635",""
"32051414","1"
"32051596","3"
"32053294",""
"32053545",""
"32054670","4"
"32056788","1"
"32060420",""
"32063009",""
"32063022",""
"32064000","2"
"32064672","1"
"32067124","4"
"32067830","2"
"32068009","1"
"32068998","1"
"32069063","3"
"32069085","3"
"32074365",""
"32077760","3"
"32078219",""
"32079864",""
"32081359","2"
"32081578","7"
"32082052","4"
"32085502",""
"32086062","1"
"32090643",""
"32091239",""
"32092701",""
"32093915",""
"32098513",""
"32098736",""
"32098937",""
"32105315","1"
"32105906",""
"32108086",""
"32109425",""
"32111259",""
"32111409","1"
"32111472",""
"32113881","0"
"32116108",""
"32117087","2"
"32120547","3"
"32122497",""
"32123621",""
"32125299",""
"32125686",""
"32126885",""
"32128662",""
"32133918",""
"32135958",""
"32136036","3"
"32139956",""
"32140378",""
"32141709",""
"32142530",""
"32145281","1"
"32145510",""
"32145753",""
"32155182","1"
"32156380","3"
"32156407",""
"32156600",""
"32160610",""
"32161768",""
"32163944",""
"32164147",""
"32165812","1"
"32166377","2"
"32166646",""
"32175810",""
"32176423",""
"32177171",""
"32178001",""
"32178822",""
"32179991","2"
"32180189",""
"32180718","2"
"32182391",""
"32185099",""
"32186009",""
"32193229",""
"32196099","1"
"32196967",""
"32197253",""
"32198894",""
"32199057",""
"32199231","0"
"32203510",""
"32208244","8"
"32208422",""
"32210488",""
"32216222",""
"32220041",""
"32220232",""
"32221475",""
"32222389","1"
"32223072",""
"32224222",""
"32225819",""
"32227950",""
"32228614",""
"32230342",""
"32233139","0"
"32234042",""
"32239494",""
"32244985",""
"32247641",""
"32252012",""
"32254756","1"
"32257921",""
"32257932",""
"32260527",""
"32260628",""
"32261393",""
"32268101",""
"32268211",""
"32276482","4"
"32278259",""
"32279218",""
"32286104","1"
"32286497",""
"32289986",""
"32291223",""
"32293519",""
"32297346",""
"32298956","2"
"32303016",""
"32304208","4"
"32304379","2"
"32306081",""
"32307374",""
"32311925","2"
"32313282",""
"32313815",""
"32318308","2"
"32321320","1"
"32321569",""
"32322610","0"
"32324779","1"
"32326845",""
"32327808",""
"32328496",""
"32330102",""
"32331540","1"
"32332326",""
"32334248",""
"32334382",""
"32337176",""
"32341234","1"
"32341965",""
"32345505",""
"32347852",""
"32353616",""
"32355406",""
"32356003","1"
"32356953",""
"32358061",""
"32358495",""
"32358816",""
"32359818",""
"32364041","1"
"32365546",""
"32366446",""
"32370990",""
"32371892",""
"32372443",""
"32373954","2"
"32377622","0"
"32378824",""
"32381579",""
"32384817","3"
"32385387","2"
"32386142","4"
"32386948","1"
"32387516",""
"32391278",""
"32392674","1"
"32395538",""
"32400689","13"
"32400844","4"
"32405332",""
"32405843",""
"32405937",""
"32406043",""
"32407209",""
"32409377","1"
"32412586",""
"32413897","2"
"32419923",""
"32423618","0"
"32429734",""
"32431624",""
"32432044",""
"32432733",""
"32433400",""
"32435099","1"
"32435756",""
"32435841",""
"32435842",""
"32435938",""
"32438107",""
"32439882",""
"32440325",""
"32441283",""
"32443725",""
"32445845",""
"32448210","2"
"32448600",""
"32448791","1"
"32450402",""
"32450989",""
"32454322","2"
"32455171",""
"32456169",""
"32457545",""
"32458005",""
"32459597","1"
"32460358","0"
"32464236","2"
"32465706",""
"32468097","5"
"32468431",""
"32471839","2"
"32473650",""
"32479347",""
"32482292",""
"32484117",""
"32487084",""
"32487988",""
"32488007",""
"32490752","1"
"32496097",""
"32496346","1"
"32498269","1"
"32498868","5"
"32500680",""
"32500986",""
"32501015",""
"32501853",""
"32502787",""
"32503606",""
"32505035","2"
"32505398",""
"32506278","6"
"32508413",""
"32511077",""
"32511675",""
"32512406",""
"32512981",""
"32515725",""
"32516261","1"
"32516776","0"
"32519374",""
"32520591","1"
"32520921","1"
"32522183",""
"32525109",""
"32525477","2"
"32525730",""
"32529887",""
"32536800","2"
"32546266",""
"32548521",""
"32552528",""
"32554103",""
"32555241","1"
"32557125",""
"32560059","1"
"32563629",""
"32566530",""
"32568028",""
"32568507","2"
"32569946","1"
"32571366","1"
"32572068",""
"32572470",""
"32573317","1"
"32574142","1"
"32575924","20"
"32579400",""
"32580281",""
"32582418",""
"32583673",""
"32584552",""
"32585635","1"
"32585926",""
"32586626",""
"32587141","8"
"32588285","1"
"32591262","2"
"32599503",""
"32600471",""
"32602800","2"
"32605105",""
"32613714",""
"32618809",""
"32620045",""
"32620597","3"
"32623115","1"
"32625594",""
"32627943",""
"32636966",""
"32637064",""
"32642710","3"
"32643338","3"
"32644210",""
"32644364",""
"32646358",""
"32648577","1"
"32650039","0"
"32651324","2"
"32656016","1"
"32656620",""
"32658431","2"
"32660127",""
"32665523","3"
"32670681",""
"32672241","3"
"32674551","3"
"32680121",""
"32681961","0"
"32682480",""
"32684103",""
"32688235",""
"32689602",""
"32694614","2"
"32695678",""
"32698129",""
"32698283",""
"32709111",""
"32711149",""
"32720556",""
"32731462","2"
"32735462",""
"32736233",""
"32736442",""
"32738787",""
"32739009",""
"32741739",""
"32742847",""
"32748585","8"
"32751094",""
"32751098",""
"32752538",""
"32753520",""
"32754920",""
"32756563","2"
"32757004",""
"32758259",""
"32762113",""
"32763252",""
"32765715",""
"32767181",""
"32767574",""
"32769333","1"
"32771346",""
"32771507",""
"32774826",""
"32775820",""
"32782701",""
"32785569",""
"32785634",""
"32786457","3"
"32789406",""
"32791426",""
"32797472",""
"32797848","4"
"32803345","1"
"32810828",""
"32811297",""
"32811398","1"
"32814570",""
"32816846",""
"32818651",""
"32819476",""
"32820966","1"
"32822776",""
"32825072","4"
"32826934",""
"32827989","3"
"32831174","2"
"32833100",""
"32841450",""
"32844291",""
"32844604",""
"32847931",""
"32852906","8"
"32856163",""
"32858546","1"
"32858747",""
"32861180","2"
"32864022",""
"32866065",""
"32867380",""
"32868286","1"
"32868391",""
"32868916",""
"32869177","1"
"32871843","2"
"32873384",""
"32874863",""
"32879979",""
"32882399","1"
"32884451",""
"32885017",""
"32889096",""
"32889525","1"
"32890311","1"
"32890601",""
"32890759","1"
"32891544","2"
"32892732",""
"32893883",""
"32895915",""
"32900025",""
"32903626",""
"32905126",""
"32908193",""
"32909521","1"
"32912460","2"
"32915057","1"
"32915964",""
"32916155",""
"32917182",""
"32919099",""
"32921759",""
"32922786",""
"32935783","5"
"32936769",""
"32946287",""
"32951199",""
"32953903","1"
"32954171",""
"32955573","1"
"32955580",""
"32956234","0"
"32956236","0"
"32959300",""
"32962406",""
"32962535","1"
"32964766",""
"32966668","0"
"32967896","0"
"32969014",""
"32969028",""
"32975443",""
"32975935","2"
"32977349","1"
"32980471",""
"32980587",""
"32983660","2"
"32984053",""
"32985970",""
"32987749",""
"32990679","0"
"32993249",""
"32996097","2"
"32996886",""
"33000367",""
"33000599",""
"33000714",""
"33000931",""
"33003017","2"
"33003811",""
"33004212",""
"33006482","1"
"33006791","3"
"33008265","6"
"33008332","2"
"33008471",""
"33008696","2"
"33009639",""
"33010731",""
"33012809","1"
"33014424",""
"33015169","2"
"33016599","0"
"33020277","1"
"33022058","2"
"33027504",""
"33027628",""
"33029635",""
"33032659","6"
"33032990","1"
"33034816",""
"33035035","3"
"33036711",""
"33037559","11"
"33038832","1"
"33039183","1"
"33044944",""
"33046030",""
"33046457",""
"33048172","2"
"33051972","4"
"33053249",""
"33053553","1"
"33062206",""
"33063491","3"
"33063960","1"
"33065008","1"
"33065646","1"
"33078813",""
"33083076",""
"33085493","20"
"33088289",""
"33089150","10"
"33091424",""
"33092642","4"
"33094572","1"
"33097782",""
"33098730",""
"33100713","3"
"33101594","0"
"33104578",""
"33106106","1"
"33106801",""
"33109579",""
"33110425",""
"33110464","1"
"33111309",""
"33112278",""
"33118456",""
"33121878",""
"33122320",""
"33123608",""
"33126955",""
"33128005",""
"33129794",""
"33129796",""
"33130156","1"
"33134419",""
"33134677",""
"33135569",""
"33140886",""
"33143606",""
"33144762",""
"33154109",""
"33157200",""
"33158522","3"
"33165328","3"
"33165561","1"
"33167869","0"
"33169240",""
"33169486",""
"33172034",""
"33173228",""
"33175246",""
"33175993","1"
"33177339",""
"33180190",""
"33184893",""
"33187988","3"
"33188060","0"
"33188102",""
"33189395","1"
"33190465",""
"33192796","2"
"33194457",""
"33196335",""
"33197370",""
"33201021",""
"33201540",""
"33206800","2"
"33211009","1"
"33211562",""
"33214730","5"
"33216301","1"
"33216495",""
"33218674","6"
"33218773","2"
"33219930",""
"33222185",""
"33226648",""
"33227048",""
"33228318",""
"33228463","1"
"33229543","1"
"33231620",""
"33235240",""
"33236519",""
"33237538","2"
"33239955",""
"33240124",""
"33240312",""
"33240443",""
"33241076",""
"33241210","0"
"33241549","1"
"33243393","16"
"33249405",""
"33253897",""
"33254348",""
"33255149","0"
"33259449",""
"33259607","1"
"33260402",""
"33265816",""
"33268551",""
"33271152",""
"33271876",""
"33272130","3"
"33277616",""
"33278002",""
"33278551",""
"33280403",""
"33281282","1"
"33282052",""
"33282864",""
"33283123","2"
"33283213",""
"33284076",""
"33285540",""
"33287824",""
"33288198",""
"33293761",""
"33295543",""
"33295838",""
"33296616",""
"33297274","4"
"33297569",""
"33298981","1"
"33299117",""
"33302528",""
"33305477",""
"33306952",""
"33309218",""
"33311985",""
"33313950",""
"33315464","1"
"33319330",""
"33320817",""
"33322806",""
"33324522","1"
"33327677","2"
"33328984","4"
"33329023",""
"33331844",""
"33337322",""
"33339172",""
"33339479","4"
"33340319",""
"33342924","2"
"33343753",""
"33350637",""
"33360668","0"
"33362315","2"
"33363886",""
"33364100","11"
"33369965",""
"33371389",""
"33373337",""
"33373541",""
"33376264",""
"33380211",""
"33381255",""
"33384047","1"
"33384636",""
"33385871","3"
"33386479","3"
"33386538","3"
"33388020",""
"33388770",""
"33394361","2"
"33399472",""
"33401088","4"
"33401476","1"
"33404360",""
"33404538",""
"33407079",""
"33407765",""
"33407873",""
"33409233","5"
"33409439",""
"33412464",""
"33416667","1"
"33418109",""
"33419530","4"
"33425446","3"
"33429152",""
"33429206",""
"33430770",""
"33432545",""
"33434268","1"
"33438731",""
"33439478",""
"33447711",""
"33451441",""
"33455441",""
"33457599",""
"33459456","1"
"33461077",""
"33464465",""
"33466008",""
"33466277",""
"33466643",""
"33471433","0"
"33471962",""
"33473656",""
"33475695",""
"33476312","2"
"33477350",""
"33478185",""
"33478232",""
"33479597","1"
"33480183",""
"33480364","1"
"33482580",""
"33484843","2"
"33485077",""
"33488365","1"
"33493109","1"
"33494054",""
"33495418",""
"33497874","3"
"33499528",""
"33500279",""
"33501229","1"
"33502740",""
"33504926",""
"33506926",""
"33509978","1"
"33510010",""
"33512547","1"
"33515638",""
"33515886",""
"33517476","2"
"33517968",""
"33519546","1"
"33520388",""
"33521596",""
"33524700",""
"33525489","1"
"33528727",""
"33535021","1"
"33537970",""
"33538918",""
"33539650",""
"33540654",""
"33542125",""
"33542514","1"
"33543082",""
"33547147","4"
"33552041",""
"33553130",""
"33555851","1"
"33557571","0"
"33558073",""
"33561189",""
"33561360",""
"33561490","5"
"33561911","2"
"33563893",""
"33564199",""
"33564563","1"
"33564991","0"
"33568237",""
"33569874",""
"33572909","3"
"33573151",""
"33574198",""
"33577340",""
"33579333","2"
"33579782","3"
"33590520",""
"33591228",""
"33592033",""
"33603156","4"
"33603653","3"
"33604049",""
"33605873",""
"33607347",""
"33608447","1"
"33608681",""
"33609130","1"
"33609142",""
"33612399",""
"33614708",""
"33615639",""
"33618307",""
"33623170",""
"33624980",""
"33626905","1"
"33626912","1"
"33628064",""
"33628214","2"
"33628340",""
"33628352",""
"33629474","2"
"33629712","0"
"33631685","1"
"33635303",""
"33637454",""
"33637615",""
"33638850","6"
"33640751","3"
"33645030",""
"33649472",""
"33655670",""
"33657068",""
"33658390","1"
"33659699","2"
"33661433",""
"33666973",""
"33670103",""
"33671313","1"
"33672103","2"
"33672193",""
"33673300","1"
"33674795","3"
"33675381",""
"33677819","3"
"33680254",""
"33685578",""
"33688020",""
"33688380",""
"33689462",""
"33689609",""
"33690975","1"
"33693668","1"
"33695000",""
"33696378","6"
"33696864",""
"33700647","4"
"33705770",""
"33705891",""
"33711010",""
"33713680","9"
"33714682",""
"33716007",""
"33719638",""
"33725467",""
"33726340","1"
"33729974",""
"33733928","1"
"33735624","2"
"33736316","2"
"33739183","1"
"33741914","1"
"33744703",""
"33744956","2"
"33748025",""
"33748460",""
"33752448",""
"33752798",""
"33752988",""
"33755328",""
"33758779","2"
"33761515",""
"33762619","3"
"33763573","0"
"33765301","0"
"33768388",""
"33769655","2"
"33769978","3"
"33770439",""
"33771095","6"
"33773944",""
"33774102",""
"33783978",""
"33784202","1"
"33788331","0"
"33790685",""
"33794842","5"
"33797095",""
"33798544","0"
"33799183",""
"33802094","2"
"33803623","1"
"33804107",""
"33806395","1"
"33806712",""
"33812691",""
"33813336",""
"33816871","2"
"33817868",""
"33820636",""
"33824266",""
"33826574","3"
"33829017","3"
"33841380","2"
"33842757","3"
"33846295",""
"33849823",""
"33851053","3"
"33852331",""
"33852390",""
"33852962",""
"33853970","2"
"33854609",""
"33862894","2"
"33863176",""
"33863290",""
"33865634",""
"33868167","2"
"33869695",""
"33871190",""
"33879069",""
"33881663",""
"33884538","3"
"33885722",""
"33886678","1"
"33888012",""
"33888258",""
"33891161",""
"33891592",""
"33895829",""
"33896764",""
"33897464",""
"33899414",""
"33902316","3"
"33902629","1"
"33904480",""
"33909548","2"
"33910575",""
"33912577","1"
"33913901","1"
"33915341",""
"33917072","2"
"33917207",""
"33919904",""
"33921944",""
"33922731","1"
"33924194",""
"33924382",""
"33930361",""
"33934633",""
"33934897","2"
"33937925","3"
"33938824","3"
"33942106","1"
"33944275",""
"33946553",""
"33947687",""
"33951368",""
"33954321","5"
"33956443",""
"33964189",""
"33969509",""
"33976296",""
"33976356","4"
"33980659",""
"33983479","1"
"33995151","3"
"33996875","1"
"34001908",""
"34004223","0"
"34013003",""
"34014547","1"
"34022049","1"
"34024652",""
"34025111",""
"34025142",""
"34025523","0"
"34026403",""
