postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
797,https://api.github.com/repos/getsentry/sentry/issues/797,issue,fail safe filter render error,right caus entir page work plugin run safe execut,filter dead redesign,2,3,safe|signing,18,0.16666666666666666,0.11402307450771332
49415,https://api.github.com/repos/saltstack/salt/issues/49415,issue,handl deprec code firewalld file neon releas,x salt modul firewalld py x salt state firewalld py,,2,5,firewall|salt,18,0.2777777777777778,0.11400562524795532
691,https://api.github.com/repos/Netflix/security_monkey/issues/691,issue,enhanc iam polici auditor valid secur monkey role polici,upgrad tediou rememb upgrad aws account role polici new chang entri need new featur use iam polici auditor check securitymonkey role valid polici match one necessari current version securitymonkey issu score emit alert sm admin aws account miss privileg notic current doc recommend ad custom inlin polici securitymonkey role old doc use instruct securitymonkeyreadonli polici configur support new featur locat insid code outsid document list requir polici need particular version process keep list date,great idea situat bring lot peopl gitter channel wonder go mayb command request featur use sinc ensur secmonkey everyth need besid directli access except tabl databas indic webui perfect remov question label replac enhanc,4,10,audit|validate|security|privilege,118,0.0847457627118644,0.1134638711810112
67579,https://api.github.com/repos/ansible/ansible/issues/67579,pr,fix aws hack polici state,summari hack polici current includ resourc arn aws state valid put polici simul issu type bugfix pull request doc pull request compon name hack aws config test polici comput polici json addit inform,cc bot,2,4,hack|validate,41,0.0975609756097561,0.1131734699010849
50207,https://api.github.com/repos/ansible/ansible/issues/50207,pr,win firewal rule remov invalid bypass action,fix pr includ document fix issu type bugfix pull request compon name win firewal rule,cc bot option ad ad purpos remov remov confus need,3,4,firewall|validate|bypass,33,0.12121212121212122,0.11296423524618149
9131,https://api.github.com/repos/ray-project/ray/issues/9131,issue,ray remov ssh fingerprint known host tear cluster,describ featur request ray kill node tear cluster remov ssh fingerprint correspond ip address ssh known host gcp often reus ip address delet reprovis node common gcp give ip new vm fingerprint go differ last node fingerprint trigger ruin current action issu probabl notic aws rare give ip current fix manual delet entri known host nice happen automat e g execut happen ray notic cluster delet gcp aws consol,cc seem scari error seen sometim,2,7,ssh|fingerprint,84,0.08333333333333333,0.11273419857025146
32158,https://api.github.com/repos/saltstack/salt/issues/32158,pr,add opt salt bin path postinstal script mac,pr add path creat file name remov legaci command start salt servic command redund issu pr fix previou behavior ad system path full path salt specifi command line launch salt minion new behavior ad system path show end test written na,,2,5,salt|scripting,50,0.1,0.11203842610120773
12088,https://api.github.com/repos/getsentry/sentry/issues/12088,pr,fix api appli int date convers whitelist column search,kind hacki go us decent shape releas ideal think actual handl whitelist column grammar automat fall basic filter key look date int appli valid key,,3,4,whitelist|hack|validate,35,0.11428571428571428,0.11184224486351013
542,https://api.github.com/repos/mantl/mantl/issues/542,pr,error detect firewalld,cento version firewalld instal ansibl script fail updat common role firewalld instal error tri disabl servic,look good thank,2,4,firewall|scripting,23,0.17391304347826086,0.11147649586200714
1952,https://api.github.com/repos/cloud-custodian/cloud-custodian/issues/1952,pr,network locat filter support ignor subnet secur group attribut,common case network locat find resourc use secur group subnet map particular logic design pattern web server use differ app databas secur group common variou share secur group bastion loggagg etc use network locat filter ignor particular group attribut name suspect commonli add jmespath filter subnet secur group match address ignor share resourc,addit ignor filter make possibl secur group subnet compar suggest ad check resourc subnet resourc sgs empti check valu suggest chang attach gist origin intent complain sgs subnet approach work,2,7,security|signing,93,0.07526881720430108,0.11119221150875092
33952,https://api.github.com/repos/saltstack/salt/issues/33952,pr,add base argument salt ssh grain wrapper filter func,pr add kwarg function salt ssh wrapper issu pr fix refer fix previou behavior new behavior test written,nice done,2,4,salt|ssh,30,0.13333333333333333,0.11096243560314178
284,https://api.github.com/repos/iodide-project/pyodide/issues/284,pr,fix handl function pointer dylib signatur main,seem issu emscripten make function pointer call signatur exist case function pointer call end call javascript function fail workaround instead gener closur call instead sinc function actual exist remov need exist hack add function signatur obvious scale anticip signatur cc,attempt upstream fix thank fix,3,7,signature|scripting|hack,53,0.1320754716981132,0.11087167263031006
284,https://api.github.com/repos/iodide-project/pyodide/issues/284,pr,fix handl function pointer dylib signatur main,seem issu emscripten make function pointer call signatur exist case function pointer call end call javascript function fail workaround instead gener closur call instead sinc function actual exist remov need exist hack add function signatur obvious scale anticip signatur cc,attempt upstream fix thank fix,3,7,signature|scripting|hack,53,0.1320754716981132,0.11086615920066833
50224,https://api.github.com/repos/ansible/ansible/issues/50224,pr,win firewal rule remov invalid bypass action backport,summari backport issu type bugfix pull request compon name win firewal rule,cc bot,3,4,firewall|validate|bypass,23,0.17391304347826086,0.11075852811336517
