postid,links,tags,title,question,answers,Related
24618,https://api.github.com/repos/ampproject/amphtml/issues/24618,issue,intent remov invalid amp foo latest js alia amp email,summari invalid amp foo latest js extens script amp email spec exampl remov line motiv requir explicit version number extens script allow amp email valid spec control allow new extens version exampl version extens current allow amp email launch ought undergo addit review ensur uphold addit secur privaci invari email howev current allow amp email inadvert enabl amp email without addit review solv disallow amp email valid spec impact exist user exist email latest extens alias becom invalid altern implement suggest develop use amp specif version number extens script instead exampl add anyon cc line want notifi cc,cc,Unsure
702,https://api.github.com/repos/mitmproxy/mitmproxy/issues/702,issue,window mitmdump requir administr privledg,use mitmdump v window run administr mode mitmdump give access deni error work fine administr mode know issu see document anywher,work fine mitmproxi regular mode run mitmproxi transpar proxi bsalita notificationsschrieb aug use mitmdump v window run administr mode mitmdump give access deni error work fine administr mode know issu see document anywher repli email directli view github yes mitmdump host need stack dump confirm access deni occur r v window expect probabl ask elev privileg startup contribut welcom run window powershel administr priv run mitmdump exe v administr user output mitmdump seem hang without real work sure debug invoc work fine mitmdump version instanc spit mitmdump exit correctli idea start separ first admin start suspect probabl error alreadi yes start window py seper work case step alway requir reason think mitmdump exe correctli invok suppos oh miss use precompil binari case probabl bug pydivert fail instal load windivert workaround mitmproxi mitmdump sourc super happi anyon goe chase pydivert bug fix pydivert,Yes
3278,https://api.github.com/repos/duplicati/duplicati/issues/3278,issue,duplicati file permiss linux reveal sftp password,x search open close issu duplic environ info duplicati version beta oper system linux backend sftp descript default linux system file permiss includ everyon read access everyon file g default umask mani distribut includ opensus allow group other permiss except write particular problem config duplicati duplicati server sqlite sinc contain clear text sftp password login password target system permiss config duplicati duplicati file explicitli instal duplicati program execut deni read write execut brows permiss group allow owner access directori file step reproduc run db browser sqlite sqlitebrows open home someon els config duplicati duplicati server sqlite click brows data select option tabl view passphras record actual result anyon open anyon duplicati server sqlite file view store password passphras record clear text modifi record desir chang option corrupt databas expect result unabl open anyon duplicati file except duplicati instal program execut explicitli directli file permiss protect file user debug log,clear text password screenshot white use sftp bother use ssh keyfil login easili avoid problem first issu user awar issu know move use ssh keyfil second issu target synolog nas ssh keyfil via gui log nas keyfil synolog secur mechan interfer reboot case user sophist enough ssh keyfil login awar issu manual chang access permiss duplicati directori file goal request user need inform order manual fix default instal averag duplicati protect user vulner major secur breach fix sftp password gener sensit data sqlite file contain window probabl describ edit appar window databas encrypt though default password databas encrypt linux comment program cs thank clear,Yes
2064,https://api.github.com/repos/spring-projects/spring-security/issues/2064,issue,sec j spring secur check found configur spring secur directli without auto config,ben migrat said tri convert spring secur configur http namespac direct configur use filterchainproxi convers everyth ok http namespac replac element sever element filterchainproxi got j spring secur check found error login system tri chang j spring secur check app j spring secur check still login success environ appfus spring mvc ibati spring secur tuckey urlrewrit spring secur xml convers everyth ok form login login page login authent failur url login error true login process url j spring secur check secur xml replac namespac j spring secur check found bean bean id springsecurityfilterchain class org springframework secur web filterchainproxi filter chain pattern app filter securitycontextpersistencefilt authenticationprocessingfilt exceptiontranslationfilt filtersecurityinterceptor bean bean bean bean id securitycontextpersistencefilt class org springframework secur web context securitycontextpersistencefilt bean bean bean bean id authenticationprocessingfilt class org springframework secur web authent usernamepasswordauthenticationfilt bean bean bean bean id authenticationsuccesshandl class org springframework secur web authent simpleurlauthenticationsuccesshandl bean bean bean bean id authenticationfailurehandl class org springframework secur web authent simpleurlauthenticationfailurehandl bean bean bean bean id exceptiontranslationfilt class org springframework secur web access exceptiontranslationfilt bean bean bean bean id authenticationentrypoint class org springframework secur web authent loginurlauthenticationentrypoint bean bean bean bean id accessdeniedhandl class org springframework secur web access accessdeniedhandlerimpl bean bean bean bean id filtersecurityinterceptor class org springframework secur web access intercept filtersecurityinterceptor bean properti bean bean bean bean id myfilterinvocationsecuritymetadatasourc class com tangram ebiz webapp authent myfilterinvocationsecuritymetadatasourc bean bean bean bean id accessdecisionmanag class org springframework secur access vote affirmativebas bean list bean bean bean bean class org springframework secur access vote authenticatedvot bean list bean properti bean bean login jsp onsubmit saveusernam return validateform urlrewrit xml mainmenu app context path j spring secur check j spring secur check app app replac j spring secur check j secur check got error attach screenshot shown,,Yes
609,https://api.github.com/repos/jquense/yup/issues/609,issue,oneof encod schema describ,current behavior oneoftestsoneof test encod valid messag option reproduc,appear fix intent behaviour,Yes
16352,https://api.github.com/repos/dotnet/aspnetcore/issues/16352,issue,question send cooki,hi guy try port sampl applic wrote blazor chat actuali applic host chat server cor server host applic user abl login throught third parti provid need send authent server callback page applic code server code,look possibl yet send extra header oh wait header possibl fix tri work read cooki receiv finali found solut need overrid sendasync function credenti function agre submit pr featur plan add default option send credenti browserhttpmessagehandl add http extens method overrid set review code time review yet take look later week discuss aspnet blazor close issu favour pr,Yes
72,https://api.github.com/repos/markbates/goth/issues/72,issue,github provid includ usernam user object,github user return fetchus includ usernam anywher api respons login field rather person full name,seem good idea,Yes
364,https://api.github.com/repos/fusioninventory/fusioninventory-agent/issues/364,issue,antiviru program littl inform,hello antiviru program littl inform comput window compar window xp fusioninventori agent fusioninventori glpi window glpi comput window xp glpi comput window,hi yes problem microsoft introduct second version secur center imposs miss inform code antiviru bad news hi kind anti viru use infra try add support next releas anti viru kasperski endpoint secur window window window use v agent autom inventori activ date column inform need debug file registri key ask hi relat registri dump help add support know find tell report easi enough system find dump sure look fusioninventori agent actual get inform ask via function call read registri window key window info ask window anti viru softwar name get info anti viru softwar directli via function call read registri av key case window inform registri key kasperski endpoint secur window kasperski lab among key run return version compar ran window xp version command use securitycent instead securitycent window xp return version given mayb microsoft remov version securitycent purpos kasperski stop give antiviru test run function avail scriptcent post statu antiviru product local remot return still version seem version use instal inform run script given sodawillow stack overflow question powershel antiviru product chang kasperski endpoint secur window return hello fi agent rc fix hello sorri yes still still plan hello ok thank work hi fusioinventori agent test open new issu find issu final fix thank involv,Yes
8728,https://api.github.com/repos/rust-lang/rust/issues/8728,issue,possibl cast extern fn safe code,rust allow cast function pointer type unsaf,dup disagre dup made specif type infer sinc glare hole specif issu cc sound bug right,Yes
19595,https://api.github.com/repos/spring-projects/spring-framework/issues/19595,issue,support annot indic option inject point spr,juergen open comment along line guic easili detect annot automat mark method paramet depend descriptor option e requir inject instead throw particularli use jsr style attribut avail inject annot level altern use java spring support alreadi nice goe along support nullabl type declar kotlin issu link support kotlin nullabl inform support java util option la requir fals referenc commit,,Yes
2971,https://api.github.com/repos/umbraco/Umbraco-CMS/issues/2971,issue,auth membership front end login,hi tri integr umbraco cloud member login auth addit keep back offic user login via umbraco cloud follow work fine abl deploy local chang umbraco cloud environ wonder anyon similar issu tri integr umbraco cloud instal third part authent provid mani thank,hey make sure ask question umbraco product forum issu tracker avail describ bug featur request,Yes
1220,https://api.github.com/repos/WWBN/AVideo/issues/1220,issue,error access encod,hey daniel struggl gamblersworld com server work properli youphptub program work part try upload video use encod video audio option follow error select f e encod queue e left join format f f id format id statu encod statu download statu queue statu error order prioriti asc e id asc error use direct import local video option seem work howev emb video link work video play flawlessli work seem broken recent thanx jim,realli strang never seen error try updat file try still error pleas share error hi daniel play around still cannot encod program work encod locat youphptub com thing see mysqli construct hy access deni user root use password yes var www html youphptub encod object includ config php line make sure mysql proper configur,Yes
12969,https://api.github.com/repos/Automattic/jetpack/issues/12969,pr,sync improv taxonomi blacklist ad conflict one,pr broaden list blacklist taxonomi list compil get full list action filter contain taxonomi slug filter action name go filter action conflict specifi particular taxonomi slug make list item uniqu sort chang propos pull request sync improv taxonomi blacklist ad conflict one new featur add remov featur exist part jetpack relat p twut hm p p rcwf n p see initi implement test instruct import make sure blacklist import core taxonomi checkout branch regist forbidden custom taxonomi exampl bloginfo rss creat term taxonomi verifi increment sync trigger full sync verifi sync forbidden taxonomi term make sure test pass propos changelog entri chang sync improv taxonomi blacklist ad conflict one,failur warn markdown notic dangerid danger id danger thank great pr descript pr readi review pleas appli label n pleas someon team review code possibl jetpack team review pr merg includ next jetpack releas schedul jetpack releas august schedul code freez juli gener entri sign dangerj bcbfc db eb ab c e f acdf entertain,Yes
36182,https://api.github.com/repos/saltstack/salt/issues/36182,issue,use netscal execut modul salt ssh,descript issu question hi recent tri saltstack load balanc autom citrix netscal found execut modul salt salt modul netscal netscal applianc model decid salt ssh almost possibl instal minion applianc devic succeed connect netscal salt ssh try excut modul fail know instal nsnitro salt ssh server master server advis regard wor modul support softwar version netscal setup pleas provid relev config sls file sure remov sensit info step reproduc issu includ debug log possibl relev ltrace debug result py cmd c futur import print function import sys print sys execut salt version report pleas mention differ master minion version system version dist ubuntu trusti machin x releas gener system linux version ubuntu trusti,look log see look devic python instal possibl instal python resolv issu issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,Yes
861,https://api.github.com/repos/swoole/swoole-src/issues/861,issue,error php doubl free corrupt prev,program termin signal sigabrt abort x fc f gi rais sig sigat nptl sysdep unix sysv linux rais c nptl sysdep unix sysv linux rais c file directori gdb bt x fc f gi rais sig sigat nptl sysdep unix sysv linux rais c x fc f gi abort abort c x fc f b libc messag abort abortfmt fmt error x sysdep posix libc fatal c x fc f c e malloc printerr action str x fc f c doubl free corrupt prev ptr malloc c x fc f int free av p lock malloc c x fc fbddf crypto free usr lib x linux gnu libcrypto x fc fbe f sk free usr lib x linux gnu libcrypto x fc fbb ssl session free usr lib x linux gnu libssl x fc fbe b c lh doall arg usr lib x linux gnu libcrypto x fc fbb af ssl ctx flush session usr lib x linux gnu libssl x fc fbb e usr lib x linux gnu libssl x fc f f ee swssl accept conn x fc f fabc soft swool src stabl src protocol ssl c x fc f ef swreactorthread verifi ssl state port conn reactor swreactorthread onread reactor x fc f f b event x fc f e soft swool src stabl src network reactorthread c x fc f eec swreactorepol wait reactor x fc f f b timeo x df soft swool src stabl src reactor reactorepol c x fc f ef swreactorthread loop stream param x dd soft swool src stabl src network reactorthread c x fc f df start thread arg x fc f pthread creat c x fc f dc clone sysdep unix sysv linux x clone swool ssl,openssl openssl openssl usr lib x linux gnu libssl,Yes
561,https://api.github.com/repos/stellar/stellar-core/issues/561,issue,cryptoagil rid uint,instead move thing struct stellarsig opaqu byte ensur proper tag variou sign verifi pair mix differ messag type sign scp messag sign tx sign key,,Yes
944,https://api.github.com/repos/Carthage/Carthage/issues/944,pr,fix signal handler signal safe,write rais custom strnlen probabl unneed instead,,Yes
1397,https://api.github.com/repos/FreeRDP/Remmina/issues/1397,pr,ad encrypt algorithm option ssh,partli improv issu describ pr includ tunnel fix hope work,hi antenor ssh ssh tunnel work great job paypal account ask friend donat best regard dirk wow thank develop remmina free beer freedom time money keep project aliv host mainli hope one day enough hire someon fix annoy remmina bug miss featur thank lot build next remmina edit typo,Yes
11749,https://api.github.com/repos/moby/moby/issues/11749,pr,fix login,right return sign doug davi dug,test id write login testcas test inde fix issu lgtm lgtm need wednesday march alexand morozov notificationsmerg repli email directli view github think check good wednesday march doug davi notificationswrot think check repli email directli view github,Yes
7058,https://api.github.com/repos/NuGet/NuGetGallery/issues/7058,pr,add audit featur flag,galleri side portion,yup shim chang come soon seem wrong mechan prevent audit log packag delet audit record go blob storag go ahead remov obfusc chang pr shim chang,Yes
30222,https://api.github.com/repos/odoo/odoo/issues/30222,pr,imp web add widget signatur binari field,add new widget binari field open dialog box user sign manual signatur draw automat upload pictur signatur option widget full name option defin char field use full name automat gener signatur field must present view either invis exampl full name display name option auto sign function default font option font auto signatur option show font selector size option length width exampl size size id confirm sign cla read pr guidelin www odoo com submit pr,gener question pr actual file add font format condit rework commit messag commit probabl squash name correctli correct descript implement welcom thank write unit test nice r rebas ff merg method rebas fast forward merg thank,Yes
676,https://api.github.com/repos/haproxy/haproxy/issues/676,issue,ssl min ver sslv work min ver still tlsv without forc sslv,welcom kindli ask fill issu templat need good reason forum mail list question rather bug featur request forum mail list need subscrib haproxyto list haproxi subscribefrom list haproxi unsubscribeand mail list correct place question haproxi gener suggest topic e g usag document question issu tracker track bug featur request directli relat develop softwar thank understand contribut project output put code block linux hostnam amzn x smp sat nov utc x x x gnu linux ha proxi version copyright willi tarreau build option target linux cpu x cc gcc cflag g fno strict alias wdeclar statement fwrapv wno null derefer wno unus label wno stringop overflow option linux splice linux tproxi zlib openssl pcre default set maxconn bufsiz maxrewrit maxpollev built openssl version openssl k fip jan run openssl version openssl k fip jan openssl librari support tls extens yes openssl librari support sni yes openssl librari support sslv tlsv tlsv tlsv built transpar proxi support use ip transpar ipv transpar ip freebind encrypt password support via crypt yes built multi thread support built pcre version run pcre version pcre librari support jit pcre jit built zlib version run zlib version compress algorithm support ident ident deflat deflat raw deflat deflat gzip gzip built network namespac support avail poll system epol pref test result ok poll pref test result ok select pref test result ok total usabl epol avail filter spoe spoe comp compress trace trace step reproduc behavior time spend describ easi reproduc behavior possibl easier project develop fix start haproxi run quali ssl scanner listen observ support protocol actual behavior section pleas try concentr observ describ observ directli tlsv oldest support protocol bind configur expect behavior describ haproxi differ sslv oldest support protocol bind configur idea caus nope use forc sslv sslv work exclus previous avail protocol need client abl best encrypt capabl support reason forc sslv unnecessari tlsv cipher avail sslv cipher list idea solv issu tri remov default global see mess bind option,hello duplic backport yet hmmm think scope larger link issu suggest least sever unabl select sslv bind line disabl default entir still sslv like underli openssl librari compil without support sslv abl sslv openssl command line run show sslv support output happen openssl lib built sslv support look bug activ build avail h build disabl openssl cnf exampl fact work forc sslv show problem take look code hmm build time set runtim hmm build time set runtim part code built depend macro think found problem help openssl api set minimum maximum ssl version bind line implement ssl min ver ssl max ver haproxi howev compat previou version openssl emul put right ssl option reproduc problem standard openssl version seem amazon patch ssl ctx new function ssl op sslv option explain attach patch fix issu abl test patch amazon linux ami confim fix issu toss line addit begin conf tlsv loop observ sslv behavior either pebkac obviou lack domain knowledg well confirm desir oper dev ok pebkac sure clean path hard confirm work thank much thank confirm thank report problem open issu close fix backport affect branch ah thank sorri confus patch backport poster,Yes
2458,https://api.github.com/repos/emscripten-core/emscripten/issues/2458,pr,code size reduct static constexpr array defin signatur,shave kb minifi javascript build cc,,Yes
14755,https://api.github.com/repos/grafana/grafana/issues/14755,issue,block login attempt sever unsuccess one,read post question post pleas search github similar issu creat new issu checkout faq checkout troubleshoot metric queri issu includ inform grafana version use datasourc use influxdb os run grafana unix n expect result n happen instead n relat metric queri data viz n includ raw network request respons open chrome dev tool f ctrl shift window cmd opt mac go network tab n grafana block attempt login incorrect credenti anyon know block login attempt sever unsuccess one right even expos simplest deciph bruteforc ddo complet break server,fail login time minut block max fail attempt everi min window say brute forc protect work work torkel say code inde brute forc protect seem work try mani time want want provid link test prefer give privat messag disabl brute forc protect ini file ini option db auth etc paramet disabl brute forc protect ini file set default set default grafana db default one app mode product secur admin user admin password login rememb day user allow sign fals allow org creat fals dashboard json enabl true path smtp enabl true host user password cert file key file skip verifi fals address email welcom email sign true templat pattern server protocol set paramet disabl brute forc login default pleas note brute forc login appli enter wrong password exist usernam close info replic open bruteforc login appli test password exist usernam figur usernam alreadi exist someth normal want allow,Yes
1420,https://api.github.com/repos/aspnet/Security/issues/1420,issue,share applic cooki across multipl app work localhost server,recent follow share cooki applic code snippet servic configureapplicationcooki option var protectionprovid dataprotectionprovid creat new directoryinfo option cooki name authcooki option cooki expir timespan fromday option loginpath account login option cooki domain exampl com option dataprotectionprovid protectionprovid option ticketdataformat new ticketdataformat protectionprovid createprotector microsoft aspnetcor authent cooki cookieauthenticationmiddlewar cooki v work flawlessli use localhost log site xml key save success abl log across app simultan howev publish live server use domain key get creat server c drive app supposedli find call use possibl someth iis secur set loss,fetch problem solut anyon know solut pleas let know,Yes
1455,https://api.github.com/repos/haiwen/seafile/issues/1455,issue,meet csrf verif fail request abort error login ms ie browser,login seahub websit first time admin account meet error follow seafil version seafil server os ubuntu apach browser ie seafil seahub start normal p try chrome instead ie login normal think must compat problem,ie support microsoft anymor got firefox osx,Yes
1679,https://api.github.com/repos/magnumripper/JohnTheRipper/issues/1679,issue,zip salt within kdf,trick wpa psk boost mani salt speed infinit howev let wait merg simd code first mayb implement,wait sunglass among best seen mani salt boost ever format salt aes crack purpos unsalt someon multipl z crack say nearli x faster hash time password everi salt right yup wpa psk without limit wpa psk ssid need discuss someon multipl z crack say nearli x faster solar put attack unrel archiv x effort attack one archiv closer x anoth note got inspir replac dhiru naiv refer code opencl version zip optim ninja stuff c render immedi boost even faster oclhashcat sunglass howev wish someon took care note self ever find zip archiv use numcyclespow k add salt compar loader c sort salt,Yes
706,https://api.github.com/repos/firebase/quickstart-android/issues/706,issue,http error request invalid authent credenti,tri firebas function error run firebas init error http error request invalid authent credenti expect oauth access token login cooki valid authent credenti see,,Yes
30878,https://api.github.com/repos/ansible/ansible/issues/30878,issue,cannot ansibl vault encrypt togeth vault ident list ansibl cfg,issu type bug report compon name ansibl vault encrypt ansibl version configur ansibl ssh pipelin home user ansibl cfg true default vault ident list home user ansibl cfg prod test dev stagingo environ linux x gentoo summari use vault ident list ansibl cfg caus ansibl vault encrypt refus work complain error one vault id use encrypt step reproduc add set see exampl ansibl cfg try ansibl vault encrypt vault id file encrypt see fail b try ansibl vault encrypt file encrypt see fail decrypt work flawlessli remov line config vault id command line paramet encrypt work without issu expect result file encrypt actual result ansibl vault encrypt complain error one vault id use encrypt,current encrypt work one vault id multipl entri vault ident list multipl vault id ask vault pass vault password file cli arg caus error idea fix add config item vault encrypt id specifi vault id encrypt default add encrypt vault id cli arg specifi vault id encrypt someth work default one password vault ids list current unsur first item last item make sens decrypt tri order exampl config order prod test dev stage sure pick prod stage correct encrypt use one user expect encrypt seem bad lean toward moment suggest appreci relat discuss comment ad nice addit featur yet solv problem ad seem solut work definit need distinguish password differ environ specifi first part vault id list vault ident list vault password fileans cfgvault ident listvault password file error one vault id use encrypt know issu close solut workaround avoid error make sublim vscode ansibl vault extens unus actual bug vault ident list still appear issu field activ success decrypt edit still encrypt bug vault password file seem resolv though abl encrypt decrypt file vault password file valu,Yes
20,https://api.github.com/repos/jerryscript-project/jerryscript/issues/20,pr,prerequisit prepar fix behind firewal,jerryscript dco sign saehi park saehi park,ad pull request ok add three,Yes
21604,https://api.github.com/repos/dotnet/aspnetcore/issues/21604,issue,cooki authent option use microsoft ident platform,inform issu manag polici found keep mind github issu tracker intend gener support forum report non secur bug featur request believ issu affect secur platform pleas creat issu instead email issu detail secureyour report elig bug report email type question consid use describ bug unabl cooki authent option addcooki configureapplicationcooki use microsoft ident platform e addsignin use addcooki throw except scheme alreadi exist cooki configureapplicationcooki result deleg never call work use addcooki addmicrosoftaccount reproduc technic detail asp net core version includ output ide vs vs code vs mac run version vs enterpris,submit issu azuread microsoft ident web,Yes
1374,https://api.github.com/repos/IdentityServer/IdentityServer3/issues/1374,issue,redirect login successful adf authent,hi tri integr adf extern ident provid implement ident server experienc rather strang issu think noth wrong configur wsfeder middlewar authent success assum enter authenticateexternalasync ident isauthent true subject name use authent extern ident provid use code success authenticateexternalasync return authenticateresult subject name claim name provid claim hold user ident isauthent true redirect back ident server connect author come back authorizeendpointcontrol user properti ident authent redirect back login page anyon idea wrong log idsrv thinktectur identityserv inform thinktectur identityserv core valid authorizerequestvalid author request valid success redirecturi responsetyp id token token responsemod form post flow implicit requestedscop openid ex read ex write ex public ex privat state ahr cdovl rmymvtztaxotcvzxhpbwl cy hchbsawnhdglvbi mcmftzxdvcmsvznjhbwuvzgvmyxvsdc hc b nonc e f e raw client id eximiu legaci respons type id token token scope openid ex read ex write ex public ex privat redirect uri respons mode form post state ahr cdovl rmymvtztaxotcvzxhpbwl cy hchbsawnhdglvbi mcmftzxdvcmsvznjhbwuvzgvmyxvsdc hc b nonc e f e thinktectur identityserv inform thinktectur identityserv core responsehandl authorizeinteractionresponsegener user authent redirect login thinktectur identityserv inform thinktectur identityserv core endpoint authorizeendpointcontrol end author request thinktectur identityserv inform thinktectur identityserv core result loginresult redirect login page thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol login page request thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol render login page thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol extern login request provid wsfeder thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol trigger challeng extern ident provid thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol extern login request provid wsfeder thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol trigger challeng extern ident provid thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol callback invok extern ident provid thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol extern user provid wsfeder provid id michael becker thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol extern ident success valid user servic thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol issu cooki thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol redirect token scope openid ex read ex write ex public inform thinktectur identityserv core endpoint authorizeendpointcontrol start author request thinktectur identityserv inform thinktectur identityserv core valid authorizerequestvalid start author request protocol valid thinktectur identityserv inform thinktectur identityserv core valid authorizerequestvalid author request valid success redirecturi responsetyp id token token responsemod form post flow implicit requestedscop openid ex read ex write ex public ex privat state ahr cdovl rmymvtztaxotcvzxhpbwl cy hchbsawnhdglvbi mcmftzxdvcmsvznjhbwuvzgvmyxvsdc hc b nonc e f e raw client id eximiu legaci respons type id token token scope openid ex read ex write ex public ex privat redirect uri respons mode form post state ahr cdovl rmymvtztaxotcvzxhpbwl cy hchbsawnhdglvbi mcmftzxdvcmsvznjhbwuvzgvmyxvsdc hc b nonc e f e thinktectur identityserv inform thinktectur identityserv core responsehandl authorizeinteractionresponsegener user authent redirect login thinktectur identityserv inform thinktectur identityserv core endpoint authorizeendpointcontrol end author request thinktectur identityserv inform thinktectur identityserv core result loginresult redirect login page thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol login page request thinktectur identityserv inform thinktectur identityserv core endpoint authenticationcontrol render login page,watch cooki ensur get lost thing look problem solv applic endpoint adf configur mandatori test applic run quick respons,Yes
133,https://api.github.com/repos/vinkla/hashids/issues/133,issue,gener hash id two differ number,hello want gener uniqu random hash tabl record requir hash must uniqu tabl repres specif record want expos primari key gener uniqu random hash alway encod primari id tabl know primari key uniqu repres specif record tabl input uniqu question uniqu output pass uniqu input,recommend save hashid databas suggest take look uuid instead plan hashid obfusc primari key well url instanc store hash db transform fly necessari say wrong approach use uuid work gener friendli url transform fly necessari say wrong approach case suggest use hashid,Yes
808,https://api.github.com/repos/spring-projects/spring-security-oauth/issues/808,issue,user token via client credenti password grant,simpl author server base sampl real differ plug custom userdetailsservic clientdetailsservic hardcod credenti work implement databas came across problem client user id clientid usernam user access token use client credenti password grant flow sampl someth wrong bug thank,secur issu easili reproduc take look saw made sever commit repositori want see look abl patch code base overrid appropri endpoint ad pre check ensur author right type user exploit easi reproduc client id part queri paramet author flow look thank report fix appli merg master releas go shortli thank see blog thank thank sorri comment year later bug fix still confus scenario client credenti password authent enabl tri oauth check token endpoint check provid token valid happen even send client credenti token check token spring tri valid userdetailsservic case know client credenti usernam expect behavior check token clientdetailsservic case pleas ignor previou question rebuild whole applic found typo check token endpoint caus spring consid regular endpoint expect get similar issu spring tri load client credenti grant userdetailsservic password grant type instead client credenti idea realli problem relat tri access wrong check token url spring correctli think regular access try valid token use oauth check token send token header work perfectli,Yes
507,https://api.github.com/repos/microsoft/vscode-eslint/issues/507,issue,pleas comment recent eslint scope vulner,hit hacker news posit evalu sever problem vscode insid everi day eslint extens enabl default know risk compromis credenti system integr suffer result thank,vscode extens ship eslint npm librari plugin reli instal system eslint version vulner vulner use extens well upgrad newer version vulner eslint extens fine well object close issu sinc noth eslint extens resolv thank,Yes
104,https://api.github.com/repos/facebook/react-360/issues/104,pr,remov privat key packag json,assum sinc publish npm safe chang,intent keep privat key avoid accident public packag,Yes
1275,https://api.github.com/repos/laravel/passport/issues/1275,issue,passport hash work seem set secret valu back whatev origin valu without hash,passport version laravel version php version databas driver version mysql descript modifi issu creat hour ago initi thought issu passport useclientmodel use overrid default oauth client tabl look command set valu secret column back origin valu foreach loop hope somebodi correct wrong otherwis make pull request worth mention command check password bcrypt algo specif kinda strengthen claim believ chang consum set main app step reproduc setup passport mention version creat client test run php artisan passport hash hash exist client secret see secret hash,hash command secret hash secret client secret need input thank secret alreadi hash mutat chang behavior method model pleas post overwritten model alright bad notic later account chang model includ mutat guess end issu actual relat overridden model go close issu believ put upgrad guid v v simpli one paragraph tell peopl look chang overridden model,Yes
144,https://api.github.com/repos/collectiveidea/audited/issues/144,issue,without audit reset logic ensur,look without audit method auditor rb appear audit left disabl except thrown block,method plu save without audit seem threadsaf mayb big note say avoid use product code look latest code seem reset logic ad still thread safe reset logic thread safeti seem implement guess issu close thank confirm look made thread safe f except safe c,Yes
848,https://api.github.com/repos/cloudflare/cfssl/issues/848,issue,support pkc output privat key,unless miss someth believ tell output privat key pkc format rather pkc annoy platform e g java good support key pkc much prefer pkc obvious easi convert one say openssl nice avoid extra depend,grpc java depend netti support pkc work around isus run openssl pkc topk nocrypt client key pem client pem,Yes
376,https://api.github.com/repos/Blankj/AndroidUtilCode/issues/376,issue,encryptutil des zerobytepad zerospad,aes zerospad java secur nosuchalgorithmexcept provid found des cbc zerospad zerobytepad,javadoc,Yes
463,https://api.github.com/repos/sinatra/sinatra/issues/463,issue,plu symbol longer decod space part url captur,rout defin use behav behav howev affect param sent post bodi plu symbol still convert space,issu uri decod process rout think fix uri decod www form compon though sure someth special need done pre rubi backport rack presum ok still see issu idea end use boucher recommend uri decod www form compon paramet take space still seem bug automat decod fine url encod lib e g apach common send instead run issu reason boucher fix made master latest releas still happen queri paramet request poc relat rack escap nevermind realiz close follow mean reserv therefor client make request encod b leav,Yes
49411,https://api.github.com/repos/MicrosoftDocs/azure-docs/issues/49411,issue,xrdp login,web page base authent allow user add password login session prohibit rdp connect linux box run xrdp prefer option enabl password base authent ssh key authent even better password key authent app document detail edit section requir doc microsoft com github issu link id bb e f aee bd b f b version independ id b cc b b f cfa content log linux vm azur activ directori credenti azur linux virtual content sourc servic virtual machin linux github login microsoft alia iainfou,thank feedback review provid updat appropri pleas provid feedback vote feedback product team consid featur request plan think current ask possibl xrdp login pleas add comment current interfac requir web login xrdp servic expect usernam password valid password suppli current web login ssh pain aad credenti make good experi experi differ rdp window box tri window rdp suppli azur ad usernam password that document extens preview remot machin connect rdp need az domain remot machin gener part exist corpor domain part az domain read right unfortun requir thank updat corpor activ directori synch azur ad work well right add machin exist corpor directori without chang setup corpor directori appli window virtual machin ticket xrdp run linux virtual machin instruct xrdp work ad setup xrdp support login azur ad cred azur ad extens instal pleas share insight thank xrdp support login azur ad cred azur ad extens instal need help confirm custom question pleas share insight thank instruct xrdp work ad setup xrdp support login azur ad cred azur ad extens instal let know abl resolv issu current plan xrdp support karishma tiwari msft sent wednesday pm microsoftdoc azur doc cc yancho yanev mention subject microsoftdoc azur doc xrdp login need help confirm custom question pleas share insight thank instruct xrdp work ad setup xrdp support login azur ad cred azur ad extens instal receiv mention repli email directli view github unsubscrib thank confirm close issu question regard matter pleas tag comment reopen gladli continu discuss,Yes
89,https://api.github.com/repos/hyperoslo/Cache/issues/89,pr,remov file protect key config,came conclus necessari easier attribut cach directori instead give develop freedom updat attribut need addit method set file protect directli avail ios due avail maco seem enough enabl data protect need file protect level,thank pr analyz histori file pull request identifi potenti review,Yes
3237,https://api.github.com/repos/psf/requests/issues/3237,issue,session cooki handl incorrectli redirect,hi everyon session cooki handl incorrectli redirect url resourc initi cooki acquir via request therefor secur attribut respect cooki true later request domain via redirect url except via request tri resolv redirect copi cooki check obvious fail mismatch request type check type wrong implement servic provid python request pseudo exampl unfortun provid minim work exampl sinc script includ sensit inform,attribut cooki servic provid set manual manual instruct cooki must sent insecur e g channel request correctli refus send cooki sent tls use,Yes
